Source Url	License Issuer - License Type (Concatenated)	Issuer	License Type	License Type Aliases	License Category	Atypical Verification	Confluence Link	Scraper Status	Automated	Captcha	Mapping Location	Scraper Id	Lic Number Format	Board Name
https://forms.nh.gov/licenseverification/	New Hampshire - Alcohol & Drug Counselor	New Hampshire	Alcohol & Drug Counselor	Licensed Alcohol & Drug Counselor	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795803689/New+Hampshire+-+Online+Licensing+LM+NH+GOV#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_NH_GOV		New Hampshire - Online Licensing LM NH GOV
https://forms.nh.gov/licenseverification/	New Hampshire - Clinical Mental Health Counselor	New Hampshire	Clinical Mental Health Counselor		state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795803689/New+Hampshire+-+Online+Licensing+LM+NH+GOV#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_NH_GOV		New Hampshire - Online Licensing LM NH GOV
https://forms.nh.gov/licenseverification/	New Hampshire - LADC - Licensed Alcohol and Drug Counselor	New Hampshire	LADC - Licensed Alcohol and Drug Counselor	Licensed Alcohol & Drug Counselor	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795803689/New+Hampshire+-+Online+Licensing+LM+NH+GOV#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_NH_GOV		New Hampshire - Online Licensing LM NH GOV
https://forms.nh.gov/licenseverification/	New Hampshire - LCMHC - Licensed Clinical Mental Health Counselor	New Hampshire	LCMHC - Licensed Clinical Mental Health Counselor	Clinical Mental Health Counselor	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795803689/New+Hampshire+-+Online+Licensing+LM+NH+GOV#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_NH_GOV		New Hampshire - Online Licensing LM NH GOV
https://forms.nh.gov/licenseverification/	New Hampshire - Licensed Clinical Social Worker	New Hampshire	Licensed Clinical Social Worker	Independent Clinical Social Worker|Clinical Social Worker	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795803689/New+Hampshire+-+Online+Licensing+LM+NH+GOV#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_NH_GOV		New Hampshire - Online Licensing LM NH GOV
https://forms.nh.gov/licenseverification/	New Hampshire - Licensed Mental Health Counselor	New Hampshire	Licensed Mental Health Counselor	Clinical Mental Health Counselor	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795803689/New+Hampshire+-+Online+Licensing+LM+NH+GOV#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_NH_GOV		New Hampshire - Online Licensing LM NH GOV
https://forms.nh.gov/licenseverification/	New Hampshire - LISW - Licensed Independent Social Worker	New Hampshire	LISW - Licensed Independent Social Worker	Independent Clinical Social Worker|Clinical Social Worker	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795803689/New+Hampshire+-+Online+Licensing+LM+NH+GOV#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_NH_GOV		New Hampshire - Online Licensing LM NH GOV
https://forms.nh.gov/licenseverification/	New Hampshire - LISWCP - Licensed Independent Social Worker-Clinical	New Hampshire	LISWCP - Licensed Independent Social Worker-Clinical	Independent Clinical Social Worker|Clinical Social Worker	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795803689/New+Hampshire+-+Online+Licensing+LM+NH+GOV#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_NH_GOV		New Hampshire - Online Licensing LM NH GOV
https://forms.nh.gov/licenseverification/	New Hampshire - LMFT - Licensed Marriage and Family Therapist	New Hampshire	LMFT - Licensed Marriage and Family Therapist	Marriage Family Therapist|Marriage and Family Therapist	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795803689/New+Hampshire+-+Online+Licensing+LM+NH+GOV#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_NH_GOV		New Hampshire - Online Licensing LM NH GOV
https://forms.nh.gov/licenseverification/	New Hampshire - Master Licensed Alcohol and Drug Counselor	New Hampshire	Master Licensed Alcohol and Drug Counselor	Master Licensed Alcohol & Drug Counselor	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795803689/New+Hampshire+-+Online+Licensing+LM+NH+GOV#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_NH_GOV		New Hampshire - Online Licensing LM NH GOV
https://forms.nh.gov/licenseverification/	New Hampshire - Master Social Worker	New Hampshire	Master Social Worker		state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795803689/New+Hampshire+-+Online+Licensing+LM+NH+GOV#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_NH_GOV		New Hampshire - Online Licensing LM NH GOV
https://forms.nh.gov/licenseverification/	New Hampshire - Psychologist	New Hampshire	Psychologist		state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795803689/New+Hampshire+-+Online+Licensing+LM+NH+GOV#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_NH_GOV		New Hampshire - Online Licensing LM NH GOV
https://forms.nh.gov/licenseverification/	New Hampshire - School Psychologist Specialist	New Hampshire	School Psychologist Specialist	School Psychologist Specialist	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795803689/New+Hampshire+-+Online+Licensing+LM+NH+GOV#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_NH_GOV		New Hampshire - Online Licensing LM NH GOV
https://forms.nh.gov/licenseverification/	New Hampshire - Social Work	New Hampshire	Social Work	Independent Clinical Social Worker|Clinical Social Worker	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795803689/New+Hampshire+-+Online+Licensing+LM+NH+GOV#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_NH_GOV		New Hampshire - Online Licensing LM NH GOV
https://forms.nh.gov/licenseverification/	New Hampshire - Temporary - Licensed Clinical Mental Health Counselor	New Hampshire	Temporary - Licensed Clinical Mental Health Counselor	Temporary License - Licensed Clinical Mental Health Counselor|Temporary License - Clinical Mental Health Counselor	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/3387293856/New+Hampshire+-+Online+Licensing+-+Temporary+License+NO+AUTOMATION	Inactive	False	False	Passport & PTApp	vapp		New Hampshire - Online Licensing - Temporary License NO AUTOMATION
https://forms.nh.gov/licenseverification/	New Hampshire - Temporary - Licensed Independent Clinical Social Worker	New Hampshire	Temporary - Licensed Independent Clinical Social Worker	Temporary License - Licensed Independent Clinical Social Worker	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/3387293856/New+Hampshire+-+Online+Licensing+-+Temporary+License+NO+AUTOMATION	Inactive	False	False	Passport & PTApp	vapp		New Hampshire - Online Licensing - Temporary License NO AUTOMATION
https://forms.nh.gov/licenseverification/	New Hampshire - Temporary - Psychologist	New Hampshire	Temporary - Psychologist	Temporary License - Psychologist	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/3387293856/New+Hampshire+-+Online+Licensing+-+Temporary+License+NO+AUTOMATION	Inactive	False	False	Passport & PTApp	vapp		New Hampshire - Online Licensing - Temporary License NO AUTOMATION
https://fortress.wa.gov/doh/providercredentialsearch/	Washington - ACSW - Associate Clinical Social Worker	Washington	ACSW - Associate Clinical Social Worker	Social Worker Associate Independent Clinical License	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2053537793/Washington+-+Department+of+Health+LM+WA+DOH#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_WA_DOH	Prefixnnnnnnnn	Washington - Department of Health LM WA DOH
https://fortress.wa.gov/doh/providercredentialsearch/	Washington - Advanced Practice Social Worker	Washington	Advanced Practice Social Worker	Social Worker Advanced License	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2053537793/Washington+-+Department+of+Health+LM+WA+DOH#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_WA_DOH	Prefixnnnnnnnn	Washington - Department of Health LM WA DOH
https://fortress.wa.gov/doh/providercredentialsearch/	Washington - Alcohol & Drug Counselor	Washington	Alcohol & Drug Counselor	Substance Use Disorder Professional Trainee Certification - CO|Substance Use Disorder Professional Certification|Substance Use Disorder Professional Trainee Certification	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2053537793/Washington+-+Department+of+Health+LM+WA+DOH#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_WA_DOH	Prefixnnnnnnnn	Washington - Department of Health LM WA DOH
https://fortress.wa.gov/doh/providercredentialsearch/	Washington - Associate Advanced Social Worker	Washington	Associate Advanced Social Worker	Social Worker Associate Advanced License	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2053537793/Washington+-+Department+of+Health+LM+WA+DOH#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_WA_DOH	Prefixnnnnnnnn	Washington - Department of Health LM WA DOH
https://fortress.wa.gov/doh/providercredentialsearch/	Washington - Counselor Agency Affiliated Registration	Washington	Counselor Agency Affiliated Registration	Counselor Agency Affiliated License|Counselor Agency Affiliated Certification	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2053537793/Washington+-+Department+of+Health+LM+WA+DOH#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_WA_DOH	Prefixnnnnnnnn	Washington - Department of Health LM WA DOH
https://fortress.wa.gov/doh/providercredentialsearch/	Washington - LAMFT - Licensed Associate Marriage and Family Therapist	Washington	LAMFT - Licensed Associate Marriage and Family Therapist	Marriage and Family Therapist Associate License	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2053537793/Washington+-+Department+of+Health+LM+WA+DOH#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_WA_DOH	Prefixnnnnnnnn	Washington - Department of Health LM WA DOH
https://fortress.wa.gov/doh/providercredentialsearch/	Washington - LASW - Licensed Advanced Social Worker	Washington	LASW - Licensed Advanced Social Worker	Social Worker Advanced License	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2053537793/Washington+-+Department+of+Health+LM+WA+DOH#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_WA_DOH	Prefixnnnnnnnn	Washington - Department of Health LM WA DOH
https://fortress.wa.gov/doh/providercredentialsearch/	Washington - Licensed Behavior Analyst	Washington	Licensed Behavior Analyst	Licensed Behavior Analyst - BA|BA|Licensed Assistant Behavior Analyst|AB	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2053537793/Washington+-+Department+of+Health+LM+WA+DOH#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_WA_DOH	Prefixnnnnnnnn	Washington - Department of Health LM WA DOH
https://fortress.wa.gov/doh/providercredentialsearch/	Washington - Licensed Certified Counselor	Washington	Licensed Certified Counselor	Counselor Certified|Counselor Certified Certification	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2053537793/Washington+-+Department+of+Health+LM+WA+DOH#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_WA_DOH	Prefixnnnnnnnn	Washington - Department of Health LM WA DOH
https://fortress.wa.gov/doh/providercredentialsearch/	Washington - Licensed Clinical Social Worker	Washington	Licensed Clinical Social Worker	Social Worker Independent Clinical License	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2053537793/Washington+-+Department+of+Health+LM+WA+DOH#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_WA_DOH	Prefixnnnnnnnn	Washington - Department of Health LM WA DOH
https://fortress.wa.gov/doh/providercredentialsearch/	Washington - Licensed Mental Health Counselor	Washington	Licensed Mental Health Counselor	Mental Health Counselor License	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2053537793/Washington+-+Department+of+Health+LM+WA+DOH#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_WA_DOH	Prefixnnnnnnnn	Washington - Department of Health LM WA DOH
https://fortress.wa.gov/doh/providercredentialsearch/	Washington - LICSW - Licensed Independent Clinical Social Worker	Washington	LICSW - Licensed Independent Clinical Social Worker	Social Worker Independent Clinical License	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2053537793/Washington+-+Department+of+Health+LM+WA+DOH#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_WA_DOH	Prefixnnnnnnnn	Washington - Department of Health LM WA DOH
https://fortress.wa.gov/doh/providercredentialsearch/	Washington - LISWCP - Licensed Independent Social Worker-Clinical	Washington	LISWCP - Licensed Independent Social Worker-Clinical	Social Worker Associate Independent Clinical License|Social Worker Independent Clinical License	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2053537793/Washington+-+Department+of+Health+LM+WA+DOH#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_WA_DOH	Prefixnnnnnnnn	Washington - Department of Health LM WA DOH
https://fortress.wa.gov/doh/providercredentialsearch/	Washington - LMFT - Licensed Marriage and Family Therapist	Washington	LMFT - Licensed Marriage and Family Therapist	Marriage and Family Therapist License	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2053537793/Washington+-+Department+of+Health+LM+WA+DOH#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_WA_DOH	Prefixnnnnnnnn	Washington - Department of Health LM WA DOH
https://fortress.wa.gov/doh/providercredentialsearch/	Washington - LSW - Licensed Social Worker	Washington	LSW - Licensed Social Worker	Social Worker Certificate	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2053537793/Washington+-+Department+of+Health+LM+WA+DOH#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_WA_DOH	Prefixnnnnnnnn	Washington - Department of Health LM WA DOH
https://fortress.wa.gov/doh/providercredentialsearch/	Washington - Mental Health Counselor Associate License	Washington	Mental Health Counselor Associate License	Mental Health Counselor Associate License	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2053537793/Washington+-+Department+of+Health+LM+WA+DOH#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_WA_DOH	Prefixnnnnnnnn	Washington - Department of Health LM WA DOH
https://fortress.wa.gov/doh/providercredentialsearch/	Washington - Psychologist	Washington	Psychologist	Psychologist License	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2053537793/Washington+-+Department+of+Health+LM+WA+DOH#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_WA_DOH	Prefixnnnnnnnn	Washington - Department of Health LM WA DOH
https://fortress.wa.gov/doh/providercredentialsearch/	Washington - Social Work	Washington	Social Work	Social Worker Associate Independent Clinical License|Social Worker Associate Advanced License|Social Worker Independent Clinical License|Social Worker Advanced License|Social Worker Certificate SW|Social Worker Independent Clinical License - LW|Social Worker Independent Clinical Probationary License - SX|Social Worker Independent Temporary Practice Permit - TP|Social Worker Advanced License - LW|Social Worker Advanced Probationary License - SK|Social Worker Advanced Temporary Practice Permit - TP|Social Worker Associate Advanced License - SA|Social Worker Associate Advanced Temporary Practice Permit - TP|Social Worker Associate Independent Clinical License - SC|Social Worker Associate Independent Clinical Temporary Practice Permit - TP|Social Worker Certificate	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2053537793/Washington+-+Department+of+Health+LM+WA+DOH#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_WA_DOH	Prefixnnnnnnnn	Washington - Department of Health LM WA DOH
https://fortress.wa.gov/doh/providercredentialsearch/	Washington - Social Worker Associate Independent Clinical License	Washington	Social Worker Associate Independent Clinical License		state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2053537793/Washington+-+Department+of+Health+LM+WA+DOH#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_WA_DOH	Prefixnnnnnnnn	Washington - Department of Health LM WA DOH
https://fortress.wa.gov/doh/providercredentialsearch/	Washington - Social Worker Independent Clinical Probationary	Washington	Social Worker Independent Clinical Probationary	Social Worker Independent Clinical Probationary License	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2053537793/Washington+-+Department+of+Health+LM+WA+DOH#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_WA_DOH	Prefixnnnnnnnn	Washington - Department of Health LM WA DOH
https://goals.sos.ga.gov/GASOSOneStop/s/licensee-search	Georgia - Associate Professional Counselor	Georgia	Associate Professional Counselor		state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/3690594306/Georgia+-+Professional+Licensee+Search+LM+GA+PLS	Active	True	True	Passport & PTApp	LM_GA_PLS		Georgia - Professional Licensee Search LM GA PLS
https://goals.sos.ga.gov/GASOSOneStop/s/licensee-search	Georgia - Licensed Associate Counselor	Georgia	Licensed Associate Counselor	Associate Professional Counselor	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/3690594306/Georgia+-+Professional+Licensee+Search+LM+GA+PLS	Active	True	True	Passport & PTApp	LM_GA_PLS		Georgia - Professional Licensee Search LM GA PLS
https://goals.sos.ga.gov/GASOSOneStop/s/licensee-search	Georgia - Licensed Clinical Social Worker	Georgia	Licensed Clinical Social Worker	Clinical Social Worker	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/3690594306/Georgia+-+Professional+Licensee+Search+LM+GA+PLS	Active	True	True	Passport & PTApp	LM_GA_PLS		Georgia - Professional Licensee Search LM GA PLS
https://goals.sos.ga.gov/GASOSOneStop/s/licensee-search	Georgia - Licensed Professional Counselor	Georgia	Licensed Professional Counselor	Professional Counselor	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/3690594306/Georgia+-+Professional+Licensee+Search+LM+GA+PLS	Active	True	True	Passport & PTApp	LM_GA_PLS		Georgia - Professional Licensee Search LM GA PLS
https://goals.sos.ga.gov/GASOSOneStop/s/licensee-search	Georgia - LMFT - Licensed Marriage and Family Therapist	Georgia	LMFT - Licensed Marriage and Family Therapist	Marriage and Family Therapist	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/3690594306/Georgia+-+Professional+Licensee+Search+LM+GA+PLS	Active	True	True	Passport & PTApp	LM_GA_PLS		Georgia - Professional Licensee Search LM GA PLS
https://goals.sos.ga.gov/GASOSOneStop/s/licensee-search	Georgia - LPCA - Licensed Professional Counselor Associate	Georgia	LPCA - Licensed Professional Counselor Associate	Associate Professional Counselor	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/3690594306/Georgia+-+Professional+Licensee+Search+LM+GA+PLS	Active	True	True	Passport & PTApp	LM_GA_PLS		Georgia - Professional Licensee Search LM GA PLS
https://goals.sos.ga.gov/GASOSOneStop/s/licensee-search	Georgia - Master Social Worker	Georgia	Master Social Worker	Master Social Worker	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/3690594306/Georgia+-+Professional+Licensee+Search+LM+GA+PLS	Active	True	True	Passport & PTApp	LM_GA_PLS		Georgia - Professional Licensee Search LM GA PLS
https://goals.sos.ga.gov/GASOSOneStop/s/licensee-search	Georgia - Psychologist	Georgia	Psychologist	Psychologist	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/3690594306/Georgia+-+Professional+Licensee+Search+LM+GA+PLS	Active	True	True	Passport & PTApp	LM_GA_PLS		Georgia - Professional Licensee Search LM GA PLS
https://goals.sos.ga.gov/GASOSOneStop/s/licensee-search	Georgia - Social Work	Georgia	Social Work	Clinical Social Worker|Master Social Worker	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/3690594306/Georgia+-+Professional+Licensee+Search+LM+GA+PLS	Active	True	True	Passport & PTApp	LM_GA_PLS		Georgia - Professional Licensee Search LM GA PLS
https://goals.sos.ga.gov/GASOSOneStop/s/licensee-search	Georgia - Temporary - Psychologist	Georgia	Temporary - Psychologist	Temporary Psychologist	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/3690594306/Georgia+-+Professional+Licensee+Search+LM+GA+PLS	Active	True	True	Passport & PTApp	LM_GA_PLS		Georgia - Professional Licensee Search LM GA PLS
https://healthri.mylicense.com/verification/	Rhode Island - Chemical Dependency Clinical Supervisor	Rhode Island	Chemical Dependency Clinical Supervisor		state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2357985283/Rhode+Island+-+Department+of+Health+LM+RI+DOH#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_RI_DOH	Prefixnnnnn	Rhode Island - Department of Health LM RI DOH
https://healthri.mylicense.com/verification/	Rhode Island - Chemical Dependency Professional	Rhode Island	Chemical Dependency Professional		state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2357985283/Rhode+Island+-+Department+of+Health+LM+RI+DOH#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_RI_DOH	Prefixnnnnn	Rhode Island - Department of Health LM RI DOH
https://healthri.mylicense.com/verification/	Rhode Island - Licensed Behavior Analyst	Rhode Island	Licensed Behavior Analyst	Applied Behavior Analyst	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2357985283/Rhode+Island+-+Department+of+Health+LM+RI+DOH#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_RI_DOH	Prefixnnnnn	Rhode Island - Department of Health LM RI DOH
https://healthri.mylicense.com/verification/	Rhode Island - Licensed Clinical Social Worker	Rhode Island	Licensed Clinical Social Worker	Clinical Social Worker	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2357985283/Rhode+Island+-+Department+of+Health+LM+RI+DOH#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_RI_DOH	Prefixnnnnn	Rhode Island - Department of Health LM RI DOH
https://healthri.mylicense.com/verification/	Rhode Island - Licensed Mental Health Counselor	Rhode Island	Licensed Mental Health Counselor	Mental Health Counselor	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2357985283/Rhode+Island+-+Department+of+Health+LM+RI+DOH#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_RI_DOH	Prefixnnnnn	Rhode Island - Department of Health LM RI DOH
https://healthri.mylicense.com/verification/	Rhode Island - LICSW - Licensed Independent Clinical Social Worker	Rhode Island	LICSW - Licensed Independent Clinical Social Worker	Independent Clinical Social Worker	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2357985283/Rhode+Island+-+Department+of+Health+LM+RI+DOH#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_RI_DOH	Prefixnnnnn	Rhode Island - Department of Health LM RI DOH
https://healthri.mylicense.com/verification/	Rhode Island - LISWCP - Licensed Independent Social Worker-Clinical	Rhode Island	LISWCP - Licensed Independent Social Worker-Clinical	Independent Clinical Social Worker	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2357985283/Rhode+Island+-+Department+of+Health+LM+RI+DOH#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_RI_DOH	Prefixnnnnn	Rhode Island - Department of Health LM RI DOH
https://healthri.mylicense.com/verification/	Rhode Island - LMFT - Licensed Marriage and Family Therapist	Rhode Island	LMFT - Licensed Marriage and Family Therapist	Marriage and Family Therapist	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2357985283/Rhode+Island+-+Department+of+Health+LM+RI+DOH#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_RI_DOH	Prefixnnnnn	Rhode Island - Department of Health LM RI DOH
https://healthri.mylicense.com/verification/	Rhode Island - Master Social Worker	Rhode Island	Master Social Worker		state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2357985283/Rhode+Island+-+Department+of+Health+LM+RI+DOH#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_RI_DOH	Prefixnnnnn	Rhode Island - Department of Health LM RI DOH
https://healthri.mylicense.com/verification/	Rhode Island - Mental Health Counselor Associate License	Rhode Island	Mental Health Counselor Associate License	Mental Health Counselor Associate License|Mental Health Counselor Associate	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2357985283/Rhode+Island+-+Department+of+Health+LM+RI+DOH#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_RI_DOH	Prefixnnnnn	Rhode Island - Department of Health LM RI DOH
https://healthri.mylicense.com/verification/	Rhode Island - Psychologist	Rhode Island	Psychologist		state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2357985283/Rhode+Island+-+Department+of+Health+LM+RI+DOH#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_RI_DOH	Prefixnnnnn	Rhode Island - Department of Health LM RI DOH
https://healthri.mylicense.com/verification/	Rhode Island - Social Work	Rhode Island	Social Work	Clinical Social Worker|Independent Clinical Social Worker	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2357985283/Rhode+Island+-+Department+of+Health+LM+RI+DOH#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_RI_DOH	Prefixnnnnn	Rhode Island - Department of Health LM RI DOH
https://healthy.arkansas.gov/boards-commissions/boards/social-work-licensing-board/social-work-licensing-board-roster-search/	Arkansas - Licensed Certified Social Worker	Arkansas	Licensed Certified Social Worker	LCSW	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/735477921/Arkansas+-+Social+Work+Licensing+Board+LM+AR+SWLB#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_AR_SWLB	nnnC|nnnnC|nnnnnC	Arkansas - Social Work Licensing Board LM AR SWLB
https://healthy.arkansas.gov/boards-commissions/boards/social-work-licensing-board/social-work-licensing-board-roster-search/	Arkansas - Licensed Clinical Social Worker	Arkansas	Licensed Clinical Social Worker	LCSW	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/735477921/Arkansas+-+Social+Work+Licensing+Board+LM+AR+SWLB#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_AR_SWLB	nnnC|nnnnC|nnnnnC	Arkansas - Social Work Licensing Board LM AR SWLB
https://healthy.arkansas.gov/boards-commissions/boards/social-work-licensing-board/social-work-licensing-board-roster-search/	Arkansas - LSW - Licensed Social Worker	Arkansas	LSW - Licensed Social Worker	LSW	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/735477921/Arkansas+-+Social+Work+Licensing+Board+LM+AR+SWLB#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_AR_SWLB	nnnC|nnnnC|nnnnnC	Arkansas - Social Work Licensing Board LM AR SWLB
https://healthy.arkansas.gov/boards-commissions/boards/social-work-licensing-board/social-work-licensing-board-roster-search/	Arkansas - Master Social Worker	Arkansas	Master Social Worker	Licensed Master Social Worker|LMSW	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/735477921/Arkansas+-+Social+Work+Licensing+Board+LM+AR+SWLB#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_AR_SWLB	nnnC|nnnnC|nnnnnC	Arkansas - Social Work Licensing Board LM AR SWLB
https://healthy.arkansas.gov/boards-commissions/boards/social-work-licensing-board/social-work-licensing-board-roster-search/	Arkansas - Provisional Master Social Worker	Arkansas	Provisional Master Social Worker	PLMSW	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/735477921/Arkansas+-+Social+Work+Licensing+Board+LM+AR+SWLB#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_AR_SWLB	nnnC|nnnnC|nnnnnC	Arkansas - Social Work Licensing Board LM AR SWLB
